name,id,portal_name,street,street2,zipcode,city,state,county,country,lat,lon,type,description,url,phone,email,archived,status,activityName,activityCnt,role,contactNames,contactEmails,courses,sectionCnt,unitNames,unitCnt,externalId,programs
Clark-Pleasant Community Sch Corp: Whiteland Community High School,24ba9749-ceba-4233-5b81-9084ab74ed4a,Indianapolis,300 E. Main St.,,46184,Whiteland,IN,Johnson,US,39.551104,-86.084182,education: k-12,,,,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['Special Programs for Academic Nurturing', 'University College']",1,4145-3421,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Coburn Place Safe Haven II Inc.,d7cd0eb4-e4ca-40c8-6850-6815a336b879,Indianapolis,604 E. 38th St.,,46205,Indianapolis,IN,,US,39.82542,-86.146818,nonprofit,Coburn Place empowers victims of intimate partner violence to live as survivors.,http://coburnplace.org/,,,False,approved,['SEAL Indiana'],1,"{""Provide access to target populations"",""Provide volunteer site or space""}",['NA NA'],['na@na.org'],,1,"['School of Dentistry', 'IUSD: Department of Cariology, Operative Dentistry, and Dental Public Health', 'Center for Service and Learning']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Community Hospital North,fd20c084-c9df-48a3-6616-d1b600f21f8b,Indianapolis,7150 Clearvista Dr.,,46256,Indianapolis,IN,,US,39.9008,-86.041464,nonprofit,"Community Health Network has been serving the people of Hamilton County and the north side of Indianapolis for 30 years. The depth and breadth of services offered at the Community Hospital North campus in Castleton have expanded greatly through the years, but Community's Patients First focus and commitment to the community have been constants.",https://www.ecommunity.com/locations/community-hospital-north,,,False,approved,"['H356 Nursing Clinical', 'H360 Nursing Clinical']",1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""},{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Manage the event or activity"",""Measure the impact of the activity on the community"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}","[' ', ' ']","['', '']","['NURS-H356-All Sections', 'NURS-H360-All Sections']",1,"['School of Nursing', 'School of Nursing']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Conner Prairie,ae948039-85e9-4504-7283-20d85496d4f4,Indianapolis,13400 Allisonville Road,,46038.0,Fishers,18,Hamilton County,US,39.984545,-86.028675,nonprofit,,,,,False,approved,['Central Indiana Wikipedia Partnership'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations""}",[' '],[''],,1,['IU Indianapolis University Library'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Crispus Attucks Museum,07bf43b2-6afc-4f40-7c60-4ea8816e06de,Indianapolis,1140 Dr. Martin Luther King Jr Street,,46202.0,Indianapolis,18,Marion County,US,39.7829,-86.169857,nonprofit,,,,,False,approved,['Central Indiana Wikipedia Partnership'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Provide access to data"",""Provide access to target populations"",""Provide funds for the activity""}",[' '],[''],,1,['IU Indianapolis University Library'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Crown Hill Cemetery,3c88ff37-bf03-46df-5f20-7fc842ee5304,Indianapolis,700 West 38th Street,,46208,Indianapolis,18,Marion County,US,39.825578,-86.17215,for-profit,<p>Cemetery</p>,,,,False,approved,['Forensic and Investigative Sciences Outreach'],1,"{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Provide access to target populations""}",[' '],[''],,1,['SCI: Forensic & Investigative Sciences Program'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Cummins,1a36accf-9260-4ebe-5906-1370c18b680d,Indianapolis,251 N. Illinois St.,,47203,Columbus,IN,,US,39.223195,-85.888308,for-profit,"Cummins, Inc. is an American Fortune 500 corporation that designs, manufactures, and distributes engines, filtration, and power generation products.",https://www.cummins.com/,(812) 377-5000,contact@cummins.com,False,approved,['Kelley Challenge'],1,"{""Identify areas of need"",""Set goals"",""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Supervise students""}",[' '],[''],,1,['Kelley School of Business'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
"Damar Services, Inc.",34659427-5feb-470f-683f-e805c595fe8f,Indianapolis,6067 Decatur Blvd,,46241.0,Indianapolis,IN,,US,39.67181,-86.301329,nonprofit,"At Damar, we achieve what many cannot  enabling people challenged by autism, intellectual and developmental disabilities and related behavioral challenges to live more successful lives.",http://www.damar.org/,,,False,approved,['Health Sciences Internships'],1,"{""Identify areas of need"",""Set goals"",""Provide access to data"",""Provide access to target populations"",""Supervise students""}",[' '],[''],['HLSC-H495-Fall 2024-Spring 2025'],1,['School of Health and Human Sciences'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development']"
Danville Community School Corp: Danville Community High School,24c47900-882d-4224-4654-cd1058cc43ab,Indianapolis,100 Warrior Way,,46122,Danville,IN,Hendricks,US,39.75688,-86.53978,education: k-12,,http://www.danville.k12.in.us/OurSchool/HighSchool/default.htm,(317) 745-6431,,False,approved,"['Special Programs for Academic Nurturing (SPAN)', 'iDEW: Computing by Design Summer Workshop']",1,"{""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ']","['', '']",,1,"['University College', 'Special Programs for Academic Nurturing', 'Luddy School of Informatics, Computing, and Engineering']",1,3325-2741,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
"Dayspring Center, Inc.",0f4a47cb-57cc-42c9-4e29-ba0bf84b9553,Indianapolis,P.O. Box 44105,,46224,Indianapolis,IN,,US,39.765109,-86.250248,nonprofit,Helping homeless families find their way home.,http://dayspringindy.org/,,,False,approved,['SEAL Indiana'],1,"{""Provide access to target populations"",""Provide volunteer site or space""}",['NA NA'],['na@na.org'],,1,"['School of Dentistry', 'IUSD: Department of Cariology, Operative Dentistry, and Dental Public Health', 'Center for Service and Learning']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 4: Health Service Outcomes']"
Diocese of Fort Wayne - South Bend: Saint Jude Catholic School,5de11a6f-0467-4d5c-5f91-f567669f8ab5,Indianapolis,19657 Hildebrand,,46614,South Bend,IN,St Joseph,US,41.61587,-86.247259,education: k-12,,http://www.stjudeschool.net,(574) 291-3820,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Education', 'Division of Student Affairs', 'School of Liberal Arts']",1,D275,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Diocese of Lafayette Catholic Sch: Our Lady Of Mt Carmel School,ee624198-18cc-4301-5e85-c6cacdd63c7a,Indianapolis,14596 Oak Ridge,,46032,Carmel,IN,Hamilton,US,39.998485,-86.148039,education: k-12,,http://www.olmcschool.org,(317) 846-1118,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Liberal Arts', 'Division of Student Affairs', 'School of Education']",1,B215,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Diocese of Lafayette Catholic Sch: Our Lady of Grace School,d476650d-3aba-4464-7f2d-a05aa5e78683,Indianapolis,9900 E 191st St,,46060,Noblesville,IN,Hamilton,US,40.06734,-85.991958,education: k-12,,http://www.ologs.org,(317) 770-5660,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['Division of Student Affairs', 'School of Education', 'School of Liberal Arts']",1,B246,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Diocese of Lafayette Catholic Sch: Saint Maria Goretti School,f59d5a2c-6827-4f80-6edc-7803e8532880,Indianapolis,17104 Spring Mill Rd,,46074,Westfield,IN,Hamilton,US,40.033769,-86.169496,education: k-12,,http://www.smgonline.org,(317) 896-5582,,False,approved,['Scripps National Spelling Bee'],1,"{""Evaluate or provide feedback on students' work"",""Manage the event or activity"",""Promote event to target populations"",""Provide access to target populations"",""Provide information materials"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,"['School of Education', 'School of Liberal Arts', 'Division of Student Affairs']",1,B216,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Diocese of Lafayette: St. Theodore Guerin High School,7cdc0728-b4a4-4116-76c1-5e8d07e339fa,Indianapolis,15300 Gray Rd.,,46062,Noblesville,IN,Hamilton,US,40.01021,-86.08703,education: k-12,"St. Theodore Guerin High School is a private Roman Catholic college-preparatory high school located in Noblesville, Indiana, a northern Indianapolis suburb. The school 's mascot is the Golden Eagle and school colors are purple and gold.",http://www.guerincatholic.org/,(317) 582-0120,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Promote event to target populations"",""Provide access to target populations""}",[' '],[''],,1,"['Special Programs for Academic Nurturing', 'University College']",1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Elevance Health,af35acc9-d008-4457-7c96-2399bdf472fc,Indianapolis,220 Virginia Avenue,,46204,Indianapolis,18,Marion County,US,39.763719,-86.150274,for-profit,,,,,False,approved,['Kelley Challenge'],1,"{""Identify areas of need"",""Set goals"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Supervise students""}",[' '],[''],,1,['Kelley School of Business'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Eli Lilly and Company,bb5493d5-5eb8-4f27-561e-e151a63b107a,Indianapolis,893 S. Delaware St.,,46280.0,Indianapolis,IN,,US,39.75596,-86.153136,for-profit,"We make medicines that help people live longer, healthier, more active lives.",https://www.lilly.com/home.aspx,,,False,approved,['Lilly Epidemiology Fellowship'],1,"{""Identify expected measures, benefits, or outcomes"",""Co-educate students"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Provide access to data"",""Provide information materials"",""Provide volunteer site or space"",""Supervise the activity"",""Supervise students""}",[' '],[''],,1,['Richard M. Fairbanks School of Public Health'],1,None,"['IUI 2030 Strategic Plan Pillar 3, Goal 1: Workforce Development', 'IUI 2030 Strategic Plan Pillar 3, Goal 5: Global Perspectives']"
Elwood Community School Corp: Elwood Jr-Sr High School,aaa9e69b-ef0d-4d5e-52db-04968ee11c14,Indianapolis,1137 N 19th St,,46036,Elwood,IN,Madison,US,40.288977,-85.835419,education: k-12,,http://www.elwood.k12.in.us,(765) 552-9854,,False,approved,['Special Programs for Academic Nurturing (SPAN)'],1,"{""Provide access to target populations""}",[' '],[''],,1,"['Special Programs for Academic Nurturing', 'University College']",1,5280-5149,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Eman Schools,c556be3c-d35c-4fa5-60da-4b7930f4146b,Indianapolis,11965 Allisonville Rd,,46038,Fishers,IN,Hamilton,US,39.961452,-86.037447,education: k-12,,http://emanschool.org/,(317) 845-9466,,False,approved,"['We the People: The Citizen and the Constitution', 'iDEW: Computing by Design Summer Workshop']",1,"{""Promote event to target populations"",""Provide access to target populations""},{""Provide access to target populations"",""Provide information materials""}","[' ', ' ']","['', '']",,1,"['Luddy School of Informatics, Computing, and Engineering', ""Paul O'Neill School of Public and Environmental Affairs""]",1,B160,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
Emmerich Manual High School,c677a67f-8a46-4d1b-72ce-ee3038d25dc3,Indianapolis,2405 Madison Ave,,46225,Indianapolis,IN,Marion,US,39.733429,-86.152151,education: k-12,,http://emmerichmanualhs.org/,(317) 217-1983,,False,approved,"['IU Student Success Corps (In Person)', 'Special Programs for Academic Nurturing (SPAN)', 'TRIO Upward Bound']",1,"{""Promote event to target populations"",""Provide access to target populations""},{""Provide access to target populations""},{""Identify areas of need"",""Identify expected measures, benefits, or outcomes"",""Discuss how to work together"",""Evaluate or provide feedback on students' work"",""Evaluate or provide feedback on the process or relationship of the partners"",""Promote event to target populations"",""Provide access to data"",""Provide access to target populations"",""Provide volunteer site or space"",""Supervise the activity""}","[' ', ' ', ' ']","['', '', '']",,1,"['Family, School, and Neighborhood Engagement', 'Office of Workforce and Community Engagement', 'University College', 'University College', 'Special Programs for Academic Nurturing']",1,5482,"['IUI 2030 Strategic Plan Pillar 3, Goal 2: P-12 Education']"
